,id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,Embedded_text,sent_scores,compound_scores
15,1158881157473157120,2020-12-16 20:24:38,0,Twitter Web App,"Greg Byrne, NL_Expatriate",4,globeandmail I wonder whyThe media and our govts are lying to usThe Milankovitch cycles cause climate change Global warming and global tsunamis at the vernal equinoxesCovid is the Baby Boomer Bust due to the seasonal FLU and old age,ExpatriateNl,Earth,False,1331,3829,-0.0062499999999999,0.14375,globeandmail I wonder whyThe media and our govts are lying to usThe Milankovitch cycles cause climate change Global warming and global tsunamis at the vernal equinoxesCovid is the Baby Boomer Bust due to the seasonal FLU and old age,"{'neg': 0.159, 'neu': 0.803, 'pos': 0.038, 'compound': -0.7297}",-0.7297
16,1291098061075181568,2020-12-15 16:32:40,0,Twitter for iPhone,Mrunmayee Padhye,0,Global CO2 emissions from fossil fuel and industry are expected to drop in 2020 While it wont slow the pace of global warming it serves as a unique opportunity to secure longterm emissions cuts by following an economic recovery aligned with tackling climate change,MrunmayeePadhy1,"Mumbai, India",False,11,74,0.071875,0.3375,Global CO emissions from fossil fuel and industry are expected to drop in  While it wont slow the pace of global warming it serves as a unique opportunity to secure longterm emissions cuts by following an economic recovery aligned with tackling climate change,"{'neg': 0.088, 'neu': 0.774, 'pos': 0.138, 'compound': 0.3612}",0.3612
17,454791422,2020-12-15 05:55:00,1,Twitter Web App,Terracon Ecotech Pvt. Ltd.,0,In 2019 a UN climate science report said the way the world manages land and how food is produced and consumed had to change to curb global warming or food security health and biodiversity would be at riskClimateChange climate,terracon_india,"Based in Mumbai, India",False,249,328,0.0,0.0,In  a UN climate science report said the way the world manages land and how food is produced and consumed had to change to curb global warming or food security health and biodiversity would be at riskClimateChange climate,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4588}",0.4588
18,27937612,2020-12-14 16:04:33,0,Twitter Web App,Lucy P. Marcus,0,Oil major Exxon Mobil Corp said on Monday it planned to reduce its greenhouse gas emissions over the next five years as investors and climate change campaigners ratchet up the pressure for action to limit global warming climate,lucymarcus,UK,True,27470,594,0.040625,0.15,Oil major Exxon Mobil Corp said on Monday it planned to reduce its greenhouse gas emissions over the next five years as investors and climate change campaigners ratchet up the pressure for action to limit global warming climate,"{'neg': 0.069, 'neu': 0.881, 'pos': 0.05, 'compound': -0.1531}",-0.1531
19,1270014122487361537,2020-12-13 11:21:15,0,Twitter Web App,Maraaz.Com,0,Emergency call on climate change from Guterres United Nations SecretaryGeneral Antonio Guterres in his speech at the climate change summit For world leaders to take action to avoid global warming He said they should declare a climate emergency,Maraazcom,Global,False,112,264,0.05,0.05,Emergency call on climate change from Guterres United Nations SecretaryGeneral Antonio Guterres in his speech at the climate change summit For world leaders to take action to avoid global warming He said they should declare a climate emergency,"{'neg': 0.195, 'neu': 0.763, 'pos': 0.042, 'compound': -0.7003}",-0.7003
20,140538311,2020-12-11 15:44:37,0,Twitter Web App,mERIChristmas🎄,7,15 is the preferred limit on global warming as per the Paris Agreement five years old this week 15 was chosen as it would significantly reduce risks and the impact of climate change FightFor1Point5 FridaysForFuture DigitalStrike ClimateStrikeOnline klimat climate,ericthelemming,"Ljungsbro, Sweden",False,663,867,0.1583333333333333,0.3583333333333333, is the preferred limit on global warming as per the Paris Agreement five years old this week  was chosen as it would significantly reduce risks and the impact of climate change FightForPoint FridaysForFuture DigitalStrike ClimateStrikeOnline klimat climate,"{'neg': 0.068, 'neu': 0.879, 'pos': 0.052, 'compound': -0.128}",-0.128
21,1321321160055861248,2020-12-11 05:12:58,0,Twitter for Android,Mrityunjay,0,TaariniNB This behavior because of Human nature Global warming Climate change more rain to come by today evening or night till 13th December night Mumbai unseasonal rains,Mrityun73751198,,False,7,443,0.125,0.15,TaariniNB This behavior because of Human nature Global warming Climate change more rain to come by today evening or night till th December night Mumbai unseasonal rains,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.1531}",0.1531
22,927181703206047745,2020-12-09 19:17:46,1,Twitter Web App,rituparna bharat sarma,3,Its very alarming for World that Nov montha winter month recorded warming climate month Warm conditions persisted over large swaths of planet climate changeGlobal warming will change our food fm Tea to Ricelife stylebody shapebehaviour in next 20 yrsour next generation,rituparnasarm10,"Assam,born on 25th Dec",False,4048,3876,0.1368571428571428,0.3617142857142857,Its very alarming for World that Nov montha winter month recorded warming climate month Warm conditions persisted over large swaths of planet climate changeGlobal warming will change our food fm Tea to Ricelife stylebody shapebehaviour in next  yrsour next generation,"{'neg': 0.047, 'neu': 0.818, 'pos': 0.135, 'compound': 0.3197}",0.3197
23,1290326413,2020-12-09 16:58:24,0,Twitter for iPhone,The World's Troubles,0,Climate Change If CO2 and other GHG emissions are not rapidly reduced the world will likely exceed global warming of 15C between 2026 and 2042 The ParisAgreement seeks to limit warming to below 2C UN ClimateChange climate Senate UNEP politics,worldcrisis2013,"Ohio, USA",False,35,127,-0.0416666666666666,0.4583333333333333,Climate Change If CO and other GHG emissions are not rapidly reduced the world will likely exceed global warming of C between  and  The ParisAgreement seeks to limit warming to below C UN ClimateChange climate Senate UNEP politics,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.296}",0.296
24,962092699674345473,2020-12-09 15:55:30,0,Twitter for iPhone,WPaSportsFan,0,NOAA NWS NOAANCEIclimate Nobody happier than the climate change wackos that lyin jiebiden might be president The hoax of global cooling oops global warming oops climate change will be perpetuated climate,WPaSportsFan,,False,10,41,0.0,0.0,NOAA NWS NOAANCEIclimate Nobody happier than the climate change wackos that lyin jiebiden might be president The hoax of global cooling oops global warming oops climate change will be perpetuated climate,"{'neg': 0.068, 'neu': 0.772, 'pos': 0.161, 'compound': 0.4404}",0.4404
25,75042924,2020-12-09 10:07:00,1,Twitter Web App,Open Book Publishers,0,NewBlog On Global Warming in Local Discourses How Communities around the World Make Sense of Climate Change by Domenic RotundoRead now,OpenBookPublish,"Cambridge and London, England",True,8463,853,0.0,0.0,NewBlog On Global Warming in Local Discourses How Communities around the World Make Sense of Climate Change by Domenic RotundoRead now,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.1531}",0.1531
26,75042924,2020-12-08 11:41:29,0,Twitter Web App,Open Book Publishers,0,Global Warming in Local Discourses constitutes a significant new contribution to understanding the multiperspectivity of our debates on climate change further highlighting the need for interdisciplinary study within this area 56,OpenBookPublish,"Cambridge and London, England",True,8463,853,0.1022727272727272,0.3659090909090909,Global Warming in Local Discourses constitutes a significant new contribution to understanding the multiperspectivity of our debates on climate change further highlighting the need for interdisciplinary study within this area ,"{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.2023}",0.2023
27,75042924,2020-12-08 11:41:27,2,Twitter Web App,Open Book Publishers,4,OutNow in OA Global Warming in Local Discourses How Communities around the World Make Sense of Climate Change by Michael Brggemann and Simone Rdder edsRead and download this title for free andor get your own hard copy at 16,OpenBookPublish,"Cambridge and London, England",True,8463,853,0.1416666666666666,0.4683333333333334,OutNow in OA Global Warming in Local Discourses How Communities around the World Make Sense of Climate Change by Michael Brggemann and Simone Rdder edsRead and download this title for free andor get your own hard copy at ,"{'neg': 0.065, 'neu': 0.783, 'pos': 0.152, 'compound': 0.4404}",0.4404
28,1251026932499492866,2020-12-07 09:42:29,5,Twitter Web App,Your Planet Earth,9,To limit global warming to 15 degrees Celsius 27 degrees Fahrenheit which scientists say would avoid the most catastrophic impacts of climate change countries need to wind down their fossil fuel production by 6 every year between now and 2030GlobalWarming Climate,YourPlanetEart1,Australia,False,2472,3984,0.1148148148148148,0.262962962962963,To limit global warming to  degrees Celsius  degrees Fahrenheit which scientists say would avoid the most catastrophic impacts of climate change countries need to wind down their fossil fuel production by  every year between now and GlobalWarming Climate,"{'neg': 0.153, 'neu': 0.804, 'pos': 0.043, 'compound': -0.624}",-0.624
29,1116498239002267648,2020-12-07 05:58:52,1,Twitter Web App,Anna - we need a renewable energy recovery 🌏🌞🐨,1,deniseshrivell How many Australians actually get the urgent overarching threat is climate changeAt 2degeesC global warming 99 of corals wont surviveGreatBarrierReef is in a critical condition due to 3 mass bleaching from marine heat wavesWe r fast running out of timeclimate,Anna98831,,False,485,788,0.0958333333333333,0.3958333333333333,deniseshrivell How many Australians actually get the urgent overarching threat is climate changeAt degeesC global warming  of corals wont surviveGreatBarrierReef is in a critical condition due to  mass bleaching from marine heat wavesWe r fast running out of timeclimate,"{'neg': 0.132, 'neu': 0.789, 'pos': 0.079, 'compound': -0.5106}",-0.5106
30,1333848866416803840,2020-12-04 17:27:19,0,Twitter for iPhone,Hobo Crackerbags,1,I worried about global warming amp climate change until I realized earth will live It may shed us like a virus burning us off with a climate induced fever until none of us exist but the planet will still be existI for one welcome the sweet silence of eradicated humanity,HoboCrackerbags,,False,1,50,0.3215909090909091,0.5125,I worried about global warming amp climate change until I realized earth will live It may shed us like a virus burning us off with a climate induced fever until none of us exist but the planet will still be existI for one welcome the sweet silence of eradicated humanity,"{'neg': 0.028, 'neu': 0.781, 'pos': 0.192, 'compound': 0.8573}",0.8573
31,95418595,2020-12-04 10:00:27,0,Hootsuite Inc.,Daily Climate,0,NewZealand has joined 30 states in declaring an emergency in the country due to the threat of climate change According to research this island nation will be particularly affected by global warming,TheDailyClimate,"Bozeman, Mont.",False,17704,1370,0.0138888888888888,0.236111111111111,NewZealand has joined  states in declaring an emergency in the country due to the threat of climate change According to research this island nation will be particularly affected by global warming,"{'neg': 0.222, 'neu': 0.733, 'pos': 0.045, 'compound': -0.7425}",-0.7425
32,3143141461,2020-12-02 16:09:30,0,Twitter for Android,Centre for Cultural Resources and Training,1,and Rtd Associate Professor of Cotton University Assam He discussed about the types of environment and its components and major environmental issues which have led to climate change He also highlighted issues like Global Warming and Green House Effect,CCRTNewDelhi,"Dwarka, New Delhi",True,2333,168,-0.0458333333333333,0.2666666666666666,and Rtd Associate Professor of Cotton University Assam He discussed about the types of environment and its components and major environmental issues which have led to climate change He also highlighted issues like Global Warming and Green House Effect,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.3612}",0.3612
33,89711639,2020-12-02 15:20:55,2,TweetDeck,TRF Climate,2,The worlds governments plan to produce more than double the amount of coal oil and gas in 2030 than would be consistent with curbing global warming says new report in latest warning over climate change fossilfuels ProductionGap UNEP,TRF_Climate,London,True,14226,1694,0.231060606060606,0.3507575757575757,The worlds governments plan to produce more than double the amount of coal oil and gas in  than would be consistent with curbing global warming says new report in latest warning over climate change fossilfuels ProductionGap UNEP,"{'neg': 0.062, 'neu': 0.897, 'pos': 0.041, 'compound': -0.2023}",-0.2023
34,52078108,2020-12-01 15:19:57,0,Twitter for Android,Andreas Geiges,0,Optimistic analysis of netzero target This only indicates that we still can fight global warmingA 5050 change for 21C is still a warming level that threatens our planetWe need real climate action and accountable reductions in 2030 targets ParisAgreement,AGeiges,Berlin,False,82,171,0.075,0.35,Optimistic analysis of netzero target This only indicates that we still can fight global warmingA  change for C is still a warming level that threatens our planetWe need real climate action and accountable reductions in  targets ParisAgreement,"{'neg': 0.127, 'neu': 0.779, 'pos': 0.095, 'compound': -0.3182}",-0.3182
35,19609660,2020-11-27 20:01:51,1,Twitter Web App,"Tom Gillispie, EDITOR/WRITER",0,climate The 11TH HOUR FOR THE EARTH change climatechange global warming,EDITORatWORK,"Rural Hall, North Carolina, USA",False,4191,3708,0.0,0.0,climate The TH HOUR FOR THE EARTH change climatechange global warming,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.1531}",0.1531
36,1158881157473157120,2020-11-26 20:01:42,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,ShadyCrossing YouTube Probably because you dont know what he wss referring toNazarene meant truth tellerLike Milankovitch cycles cause climate change Global Warming Global Tsunamis at the vernal equinoxes every 130 lifetimes,ExpatriateNl,Earth,False,1331,3829,0.0,0.0,ShadyCrossing YouTube Probably because you dont know what he wss referring toNazarene meant truth tellerLike Milankovitch cycles cause climate change Global Warming Global Tsunamis at the vernal equinoxes every  lifetimes,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.3182}",0.3182
37,1158881157473157120,2020-11-26 19:56:04,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,tmischuk CanadaInPeril Lumberist No they are like rats fleeing a sinking ship on their VTVL rockets and space arcsMilankovitch cycles cause climate change Global Warming Global Tsunamis at the vernal equinoxesEarth is a closed loop that self regulates co2 with life,ExpatriateNl,Earth,False,1331,3829,-0.0333333333333333,0.0333333333333333,tmischuk CanadaInPeril Lumberist No they are like rats fleeing a sinking ship on their VTVL rockets and space arcsMilankovitch cycles cause climate change Global Warming Global Tsunamis at the vernal equinoxesEarth is a closed loop that self regulates co with life,"{'neg': 0.06, 'neu': 0.872, 'pos': 0.068, 'compound': 0.0772}",0.0772
38,1158881157473157120,2020-11-26 19:49:44,0,Twitter Web App,"Greg Byrne, NL_Expatriate",0,maparker21 Lumberist burnThe Milankovitch cycles cause Climate Change Global Warming Global Tsunamis at the vernal equinoxesCovid1984 is baby Boomer Bust from Seasonal FLU and old age,ExpatriateNl,Earth,False,1331,3829,0.0333333333333333,0.0666666666666666,maparker Lumberist burnThe Milankovitch cycles cause Climate Change Global Warming Global Tsunamis at the vernal equinoxesCovid is baby Boomer Bust from Seasonal FLU and old age,"{'neg': 0.145, 'neu': 0.785, 'pos': 0.07, 'compound': -0.4084}",-0.4084
39,83805400,2020-11-26 15:07:18,0,Twitter Web App,Edaqa 😊 Mortoray,1,I sure wish global warming would get the level of concern that coronavirus has In the next decades changes in climate are still going to kill displace and harm more people than the virus ever willpriorities politics coronavirus climate,edaqa,"Munich, Bavaria",False,7058,183,0.25,0.3472222222222222,I sure wish global warming would get the level of concern that coronavirus has In the next decades changes in climate are still going to kill displace and harm more people than the virus ever willpriorities politics coronavirus climate,"{'neg': 0.179, 'neu': 0.677, 'pos': 0.144, 'compound': -0.5574}",-0.5574
40,549848503,2020-11-26 12:28:57,0,Twitter for iPhone,Lostoutwest🇨🇦,1,lamphieryeg Thats why they stopped calling it global warming and changed it to climate change Hard to argue that the climate changes And wtf is a climate denier Are leaders really that stupid or just fucking sinister with their own agenda JustinTrudeau stupid or sinister climate,lostoutwest01,,False,115,210,-0.2879629629629629,0.749074074074074,lamphieryeg Thats why they stopped calling it global warming and changed it to climate change Hard to argue that the climate changes And wtf is a climate denier Are leaders really that stupid or just fucking sinister with their own agenda JustinTrudeau stupid or sinister climate,"{'neg': 0.433, 'neu': 0.542, 'pos': 0.025, 'compound': -0.9766}",-0.9766
41,2184934963,2020-11-24 18:22:02,3,Twitter Web App,GO GREEN,7,If BidenHarris JohnKerry JoeBiden really mean they will fight climate change will they stop EU logging millions acres US forest for bio wood that is increasing emissionsfueling global warming and calling it green keepitintheground climatechange,ECOWARRIORSS,,False,23415,20439,-0.1708333333333333,0.3291666666666666,If BidenHarris JohnKerry JoeBiden really mean they will fight climate change will they stop EU logging millions acres US forest for bio wood that is increasing emissionsfueling global warming and calling it green keepitintheground climatechange,"{'neg': 0.148, 'neu': 0.802, 'pos': 0.049, 'compound': -0.4939}",-0.4939
42,1222413589924982784,2020-11-24 01:37:20,0,Twitter for iPhone,N͜͡a͜͡n͜͡a͜͡,0,JohnKerry who ran in The presidential primary will be named Special Presidential Envoy for Climate Congratulations Mr Kerry has been actively advocating on climate change amp global warming Climate ClimateAction DemVoice1,NanaWearsAMask,"Puerto Rico, USA",False,2620,2656,0.1559523809523809,0.4178571428571428,JohnKerry who ran in The presidential primary will be named Special Presidential Envoy for Climate Congratulations Mr Kerry has been actively advocating on climate change amp global warming Climate ClimateAction DemVoice,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.4404}",0.4404
43,154266844,2020-11-21 17:41:19,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,climate change Links to FIXING CLIMATE CHANGE climatechange CO2 global warming environment,SptsGuy1,"Rural Hall, NC",False,2281,2155,0.0,0.0,climate change Links to FIXING CLIMATE CHANGE climatechange CO global warming environment,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.1531}",0.1531
44,54237170,2020-11-21 15:00:14,0,Twitter Web App,Moo Dog Press,0,Some years ago she also began seeing something else the impact global warming and climate change were having on the desert surrounding her homeSo Millet did what authors do She wrote about it climate,MooDogPress,"East Coast, USA",False,2329,2203,0.0,0.0,Some years ago she also began seeing something else the impact global warming and climate change were having on the desert surrounding her homeSo Millet did what authors do She wrote about it climate,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.1531}",0.1531
45,3825593307,2020-11-20 18:12:10,0,Twitter Web App,C Brunel-Ligneau,0,Global warming and climate change are often used interchangeably but the two terms have distinct meanings check out this interesting resource for NASA definition climate,ChristineLigne3,"Monheim am Rhein, Deutschland",False,1264,803,0.2666666666666666,0.2666666666666666,Global warming and climate change are often used interchangeably but the two terms have distinct meanings check out this interesting resource for NASA definition climate,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.6692}",0.6692
46,1613661446,2020-11-18 13:04:37,2,Twitter Web App,KY Green Party🌻,2,GreenParty climatePart IIPLASTICSImpacts on climate changePlastic which is a petroleum product also contributes to global warming If plastic waste is incinerated it releases carbon dioxide into the atmosphere thereby increasing carbon emissions,KYGreenParty,Kentucky,True,1608,1231,-0.1,0.0,GreenParty climatePart IIPLASTICSImpacts on climate changePlastic which is a petroleum product also contributes to global warming If plastic waste is incinerated it releases carbon dioxide into the atmosphere thereby increasing carbon emissions,"{'neg': 0.084, 'neu': 0.868, 'pos': 0.048, 'compound': -0.296}",-0.296
47,1259915986569957384,2020-11-18 11:10:23,0,Twitter for Android,DICERE,2,The world should react with the same urgency to climate change as is to the coronavirus crisis the Red Cross says warning that global warming poses a greater threat than COVID19Read more GlobalWarming ClimateCrisis climate ClimateAction,WSecondSource,,False,215,261,0.1666666666666666,0.1875,The world should react with the same urgency to climate change as is to the coronavirus crisis the Red Cross says warning that global warming poses a greater threat than COVIDRead more GlobalWarming ClimateCrisis climate ClimateAction,"{'neg': 0.254, 'neu': 0.641, 'pos': 0.105, 'compound': -0.7783}",-0.7783
48,1159980355358617600,2020-11-18 05:58:48,1,Twitter Web App,naagriknews,0,Climate Change poses a much larger threat than coronavirus warned Red Cross recently calling out nations to act with urgency on the issue of global warmingclimate ClimateEmergency WHO GlobalWarming UNFCCC Covid19 coronavirus Japan JoeBiden,naagriknews,Delhi,False,40,33,0.0,0.15,Climate Change poses a much larger threat than coronavirus warned Red Cross recently calling out nations to act with urgency on the issue of global warmingclimate ClimateEmergency WHO GlobalWarming UNFCCC Covid coronavirus Japan JoeBiden,"{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.6705}",-0.6705
49,1214867862264909824,2020-11-17 10:06:47,0,Twitter for Android,Studio 63,1,On Tuesday Red Cross said that the world should react with the same urgency to climate change as to the coronavirus crisis warning that global warming poses a greater threat than Covid19s63 climate ClimateJusticeNow ClimateAction climatechange ClimateJustice,Studio63_ke,,False,394,2,0.1,0.125,On Tuesday Red Cross said that the world should react with the same urgency to climate change as to the coronavirus crisis warning that global warming poses a greater threat than Covids climate ClimateJusticeNow ClimateAction climatechange ClimateJustice,"{'neg': 0.247, 'neu': 0.65, 'pos': 0.102, 'compound': -0.7783}",-0.7783
50,1126003543,2020-11-17 07:39:53,0,Hootsuite Inc.,Howell W. Woltz,0,Climate change global warming global cooling,WoltzHowell,"Warsaw, Poland",False,1456,420,0.0,0.0,Climate change global warming global cooling,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.1531}",0.1531
